RequestID,RequesterName,CertificateTemplate,CertificateIssuedCommonName,CertificateSubject,CertificateSANs,EnhancedKeyUsage,CertificateValidityStart,CertificateValidityEnd,SerialNumber,RequestSubmissionTime,RequestDisposition,EKU,Abuse_Flag
17042,contoso.com\tshaffer,AdminCertificate,Tara Shaffer,"CN=Tara Shaffer, OU=Marketing, DC=intra.contoso.local","UPN:tshaffer@contoso.com, URI:https://contoso.com/users/tshaffer","Client Authentication, Any Purpose",2024-09-25 17:35:36,2026-09-25 17:35:36,1000010,2024-09-25 17:35:36,Issued,"Client Authentication, Any Purpose",0
28128,contoso.com\fin-pc286$,SMIMECertificate,fin-pc286.intra.contoso.local,CN=fin-pc286.intra.contoso.local,"DNS:fin-pc286.intra.contoso.local, DNS:fin-pc286.intra.contoso.local, IP:172.20.22.5",Secure Email,2025-02-05 19:37:03,2027-02-05 19:37:03,1000011,2025-02-05 19:37:03,Issued,Secure Email,0
21930,contoso.com\eclark,SMIMECertificate,Eric Clark,"CN=Eric Clark, OU=Legal, DC=intra.contoso.local","UPN:eclark@contoso.com, URI:https://contoso.com/users/eclark",Secure Email,2023-10-16 16:36:11,2025-10-15 16:36:11,1000012,2023-10-16 16:36:11,Issued,Secure Email,0
17974,contoso.com\eng-pc176$,UnknownTemplate,eng-pc176.intra.contoso.local,CN=eng-pc176.intra.contoso.local,"DNS:eng-pc176.intra.contoso.local, DNS:eng-pc176.intra.contoso.local",UnknownUsage,2023-12-06 06:02:39,2025-12-05 06:02:39,1000013,2023-12-06 06:02:39,Issued,UnknownUsage,0
12283,contoso.com\shawnl,EmailCertificate,Shawn Lara,"CN=Shawn Lara, OU=Engineering, DC=intra.contoso.local","RFC822:shawnl@contoso.com, RFC822:shawnl@contoso.com, RFC822:shawnl@contoso.com",Secure Email,2024-07-15 16:41:50,2026-07-15 16:41:50,1000014,2024-07-15 16:41:50,Issued,Secure Email,0
29292,contoso.com\jamieg,EmailCertificate,Jamie Glenn,"CN=Jamie Glenn, OU=Engineering, DC=intra.contoso.local","UPN:jamieg@contoso.com, UPN:jamieg@contoso.com",Secure Email,2023-08-07 22:52:07,2025-08-06 22:52:07,1000015,2023-08-07 22:52:07,Issued,Secure Email,0
17718,contoso.com\joseph.myers,UserCertificate,Joseph Myers,"CN=Joseph Myers, OU=Engineering, DC=intra.contoso.local",RFC822:joseph.myers@contoso.com,"Client Authentication, Secure Email",2024-07-30 20:54:06,2026-07-30 20:54:06,1000016,2024-07-30 20:54:06,Issued,"Client Authentication, Secure Email",0
18489,contoso.com\natalierobinson,EncryptionCertificate,Natalie Robinson,"CN=Natalie Robinson, OU=Engineering, DC=intra.contoso.local","UPN:natalierobinson@contoso.com, URI:https://contoso.com/users/natalierobinson",Secure Email,2023-07-28 04:47:18,2025-07-27 04:47:18,1000017,2023-07-28 04:47:18,Issued,Secure Email,0
20542,contoso.com\pauld,VPNCertificate,Paul Davis,"CN=Paul Davis, OU=Engineering, DC=intra.contoso.local","URI:https://contoso.com/users/pauld, RFC822:pauld@contoso.com, URI:https://contoso.com/users/pauld",Client Authentication,2024-01-04 02:55:20,2026-01-03 02:55:20,1000018,2024-01-04 02:55:20,Issued,Client Authentication,0
24668,contoso.com\christopher.erickson,VPNCertificate,Christopher Erickson,"CN=Christopher Erickson, OU=Finance, DC=intra.contoso.local","UPN:christopher.erickson@contoso.com, RFC822:christopher.erickson@contoso.com",Client Authentication,2023-12-24 04:36:05,2025-12-23 04:36:05,1000019,2023-12-24 04:36:05,Issued,Client Authentication,0
10624,contoso.com\fin-pc931$,UserCertificate,fin-pc931.intra.contoso.local,CN=fin-pc931.intra.contoso.local,"IP:10.255.35.160, IP:172.17.203.14, DNS:fin-pc931.intra.contoso.local","Client Authentication, Secure Email",2024-10-30 23:24:47,2026-10-30 23:24:47,1000020,2024-10-30 23:24:47,Issued,"Client Authentication, Secure Email",0
12713,contoso.com\sal-pc914$,MachineCertificate,sal-pc914.intra.contoso.local,CN=sal-pc914.intra.contoso.local,"IP:172.21.11.230, DNS:sal-pc914.intra.contoso.local, DNS:sal-pc914.intra.contoso.local","Client Authentication, Server Authentication",2024-07-10 23:43:47,2026-07-10 23:43:47,1000021,2024-07-10 23:43:47,Issued,"Client Authentication, Server Authentication",0
17098,contoso.com\sherrybrewer,EncryptionCertificate,Sherry Brewer,"CN=Sherry Brewer, OU=Operations, DC=intra.contoso.local",UPN:sherrybrewer@contoso.com,Secure Email,2023-12-02 02:42:33,2025-12-01 02:42:33,1000022,2023-12-02 02:42:33,Issued,Secure Email,0
13693,contoso.com\dluna,CodeSigningCertificate,David Luna,"CN=David Luna, OU=Marketing, DC=intra.contoso.local","UPN:dluna@contoso.com, URI:https://contoso.com/users/dluna",Code Signing,2025-02-16 11:19:19,2027-02-16 11:19:19,1000023,2025-02-16 11:19:19,Issued,Code Signing,0
26714,contoso.com\dromero,SMIMECertificate,Daniel Romero,"CN=Daniel Romero, OU=Sales, DC=intra.contoso.local",UPN:dromero@contoso.com,Secure Email,2024-05-26 22:11:35,2026-05-26 22:11:35,1000024,2024-05-26 22:11:35,Issued,Secure Email,0
26314,contoso.com\davida,DomainControllerCertificate,David Ayala,"CN=David Ayala, OU=Finance, DC=intra.contoso.local","RFC822:davida@contoso.com, RFC822:davida@contoso.com","Client Authentication, Server Authentication",2024-08-07 16:50:07,2026-08-07 16:50:07,1000025,2024-08-07 16:50:07,Issued,"Client Authentication, Server Authentication",0
11679,contoso.com\sal-pc636$,UnknownTemplate,sal-pc636.intra.contoso.local,CN=sal-pc636.intra.contoso.local,IP:172.28.119.45,UnknownUsage,2023-03-27 22:00:25,2025-03-26 22:00:25,1000026,2023-03-27 22:00:25,Issued,UnknownUsage,0
19319,contoso.com\eng-pc466$,EmailCertificate,eng-pc466.intra.contoso.local,CN=eng-pc466.intra.contoso.local,"DNS:eng-pc466.intra.contoso.local, DNS:eng-pc466.intra.contoso.local, IP:172.26.244.230",Secure Email,2023-07-30 05:34:48,2025-07-29 05:34:48,1000027,2023-07-30 05:34:48,Issued,Secure Email,0
15727,contoso.com\sjones,UserCertificate,Steven Jones,"CN=Steven Jones, OU=HR, DC=intra.contoso.local","RFC822:sjones@contoso.com, RFC822:sjones@contoso.com, RFC822:sjones@contoso.com","Client Authentication, Secure Email",2023-08-03 22:52:33,2025-08-02 22:52:33,1000028,2023-08-03 22:52:33,Issued,"Client Authentication, Secure Email",0
26805,contoso.com\susanrussell,UnknownTemplate,Susan Russell,"CN=Susan Russell, OU=Legal, DC=intra.contoso.local","URI:https://contoso.com/users/susanrussell, UPN:susanrussell@contoso.com, URI:https://contoso.com/users/susanrussell",UnknownUsage,2024-03-22 05:01:26,2026-03-22 05:01:26,1000029,2024-03-22 05:01:26,Issued,UnknownUsage,0
14129,contoso.com\rebecca.henderson,DomainControllerCertificate,Rebecca Henderson,"CN=Rebecca Henderson, OU=Marketing, DC=intra.contoso.local",RFC822:rebecca.henderson@contoso.com,"Client Authentication, Server Authentication",2023-12-24 23:47:17,2025-12-23 23:47:17,1000030,2023-12-24 23:47:17,Issued,"Client Authentication, Server Authentication",0
24079,contoso.com\arivera,VPNCertificate,Anthony Rivera,"CN=Anthony Rivera, OU=IT, DC=intra.contoso.local",URI:https://contoso.com/users/arivera,Client Authentication,2023-11-17 20:22:09,2025-11-16 20:22:09,1000031,2023-11-17 20:22:09,Issued,Client Authentication,0
16143,contoso.com\leg-pc636$,SMIMECertificate,leg-pc636.intra.contoso.local,CN=leg-pc636.intra.contoso.local,"IP:172.23.142.142, IP:10.174.233.228, IP:192.168.161.39",Secure Email,2025-01-28 14:03:08,2027-01-28 14:03:08,1000032,2025-01-28 14:03:08,Issued,Secure Email,0
18223,contoso.com\gordonrose,UnknownTemplate,Gordon Rose,"CN=Gordon Rose, OU=Operations, DC=intra.contoso.local",UPN:gordonrose@contoso.com,UnknownUsage,2024-10-20 07:39:51,2026-10-20 07:39:51,1000033,2024-10-20 07:39:51,Issued,UnknownUsage,0
24375,contoso.com\monicamoss,VPNCertificate,Monica Moss,"CN=Monica Moss, OU=Operations, DC=intra.contoso.local",URI:https://contoso.com/users/monicamoss,Client Authentication,2024-02-28 12:45:17,2026-02-27 12:45:17,1000034,2024-02-28 12:45:17,Issued,Client Authentication,0
20143,contoso.com\leg-pc581$,UserCertificate,leg-pc581.intra.contoso.local,CN=leg-pc581.intra.contoso.local,IP:192.168.131.35,"Client Authentication, Secure Email",2023-10-11 18:14:20,2025-10-10 18:14:20,1000035,2023-10-11 18:14:20,Issued,"Client Authentication, Secure Email",0
22206,contoso.com\afrench,VPNCertificate,Anthony French,"CN=Anthony French, OU=Marketing, DC=intra.contoso.local",RFC822:afrench@contoso.com,Client Authentication,2023-08-05 16:58:39,2025-08-04 16:58:39,1000036,2023-08-05 16:58:39,Issued,Client Authentication,0
10164,contoso.com\cyoung,DomainControllerCertificate,Corey Young,"CN=Corey Young, OU=IT, DC=intra.contoso.local",UPN:cyoung@contoso.com,"Client Authentication, Server Authentication",2023-10-13 01:03:51,2025-10-12 01:03:51,1000037,2023-10-13 01:03:51,Issued,"Client Authentication, Server Authentication",0
21488,contoso.com\stephenc,MachineCertificate,Stephen Carson,"CN=Stephen Carson, OU=Finance, DC=intra.contoso.local","UPN:stephenc@contoso.com, RFC822:stephenc@contoso.com","Client Authentication, Server Authentication",2024-03-07 07:34:22,2026-03-07 07:34:22,1000038,2024-03-07 07:34:22,Issued,"Client Authentication, Server Authentication",0
27914,contoso.com\ope-pc449$,UnknownTemplate,ope-pc449.intra.contoso.local,CN=ope-pc449.intra.contoso.local,"IP:192.168.250.117, IP:192.168.56.88",UnknownUsage,2023-03-05 21:36:40,2025-03-04 21:36:40,1000039,2023-03-05 21:36:40,Issued,UnknownUsage,0
24122,contoso.com\stephanie.marsh,EncryptionCertificate,Stephanie Marsh,"CN=Stephanie Marsh, OU=Operations, DC=intra.contoso.local",URI:https://contoso.com/users/stephanie.marsh,Secure Email,2024-12-26 01:00:22,2026-12-26 01:00:22,1000040,2024-12-26 01:00:22,Issued,Secure Email,0
23846,contoso.com\eng-pc332$,EmailCertificate,eng-pc332.intra.contoso.local,CN=eng-pc332.intra.contoso.local,"IP:172.28.67.88, DNS:eng-pc332.intra.contoso.local",Secure Email,2024-02-02 20:55:20,2026-02-01 20:55:20,1000041,2024-02-02 20:55:20,Issued,Secure Email,0
12281,contoso.com\justinanderson,SMIMECertificate,Justin Anderson,"CN=Justin Anderson, OU=HR, DC=intra.contoso.local","UPN:justinanderson@contoso.com, URI:https://contoso.com/users/justinanderson, RFC822:justinanderson@contoso.com",Secure Email,2023-04-12 02:53:53,2025-04-11 02:53:53,1000042,2023-04-12 02:53:53,Issued,Secure Email,0
15836,contoso.com\shelby.gray,MachineCertificate,Shelby Gray,"CN=Shelby Gray, OU=Finance, DC=intra.contoso.local",RFC822:shelby.gray@contoso.com,"Client Authentication, Server Authentication",2023-09-27 00:06:45,2025-09-26 00:06:45,1000043,2023-09-27 00:06:45,Issued,"Client Authentication, Server Authentication",0
13798,contoso.com\brianw,DomainControllerCertificate,Brian Williams,"CN=Brian Williams, OU=Legal, DC=intra.contoso.local","URI:https://contoso.com/users/brianw, URI:https://contoso.com/users/brianw, RFC822:brianw@contoso.com","Client Authentication, Server Authentication",2023-10-19 00:24:53,2025-10-18 00:24:53,1000044,2023-10-19 00:24:53,Issued,"Client Authentication, Server Authentication",0
11856,contoso.com\hchavez,UserCertificate,Holly Chavez,"CN=Holly Chavez, OU=Finance, DC=intra.contoso.local","URI:https://contoso.com/users/hchavez, URI:https://contoso.com/users/hchavez","Client Authentication, Secure Email",2024-09-07 08:40:35,2026-09-07 08:40:35,1000045,2024-09-07 08:40:35,Issued,"Client Authentication, Secure Email",0
23005,contoso.com\mar-pc728$,EncryptionCertificate,mar-pc728.intra.contoso.local,CN=mar-pc728.intra.contoso.local,"IP:172.29.65.2, DNS:mar-pc728.intra.contoso.local, DNS:mar-pc728.intra.contoso.local",Secure Email,2023-03-31 03:18:49,2025-03-30 03:18:49,1000046,2023-03-31 03:18:49,Issued,Secure Email,0
19483,contoso.com\ariana.cortez,ServerCertificate,Ariana Cortez,"CN=Ariana Cortez, OU=Legal, DC=intra.contoso.local","UPN:ariana.cortez@contoso.com, RFC822:ariana.cortez@contoso.com",Server Authentication,2025-02-09 07:45:48,2027-02-09 07:45:48,1000047,2025-02-09 07:45:48,Issued,Server Authentication,0
25810,contoso.com\melissahaney,UnknownTemplate,Melissa Haney,"CN=Melissa Haney, OU=Operations, DC=intra.contoso.local",UPN:melissahaney@contoso.com,UnknownUsage,2023-03-17 01:26:42,2025-03-16 01:26:42,1000048,2023-03-17 01:26:42,Issued,UnknownUsage,0
18874,contoso.com\mar-pc191$,ServerCertificate,mar-pc191.intra.contoso.local,CN=mar-pc191.intra.contoso.local,DNS:mar-pc191.intra.contoso.local,Server Authentication,2024-10-13 12:03:27,2026-10-13 12:03:27,1000049,2024-10-13 12:03:27,Issued,Server Authentication,0
25977,contoso.com\cbarnes,AdminCertificate,Christine Barnes,"CN=Christine Barnes, OU=Finance, DC=intra.contoso.local","RFC822:cbarnes@contoso.com, UPN:cbarnes@contoso.com, URI:https://contoso.com/users/cbarnes","Client Authentication, Any Purpose",2024-12-10 03:47:52,2026-12-10 03:47:52,1000050,2024-12-10 03:47:52,Issued,"Client Authentication, Any Purpose",0
28276,contoso.com\hunter.rodriguez,AdminCertificate,Hunter Rodriguez,"CN=Hunter Rodriguez, OU=Legal, DC=intra.contoso.local","URI:https://contoso.com/users/hunter.rodriguez, URI:https://contoso.com/users/hunter.rodriguez, URI:https://contoso.com/users/hunter.rodriguez","Client Authentication, Any Purpose",2023-05-25 22:44:49,2025-05-24 22:44:49,1000051,2023-05-25 22:44:49,Issued,"Client Authentication, Any Purpose",0
25601,contoso.com\margaret.fitzgerald,AdminCertificate,Margaret Fitzgerald,"CN=Margaret Fitzgerald, OU=HR, DC=intra.contoso.local",UPN:margaret.fitzgerald@contoso.com,"Client Authentication, Any Purpose",2023-12-25 11:55:21,2025-12-24 11:55:21,1000052,2023-12-25 11:55:21,Issued,"Client Authentication, Any Purpose",0
24865,contoso.com\madisonmcdaniel,EncryptionCertificate,Madison Mcdaniel,"CN=Madison Mcdaniel, OU=Legal, DC=intra.contoso.local",UPN:madisonmcdaniel@contoso.com,Secure Email,2024-03-16 02:36:53,2026-03-16 02:36:53,1000053,2024-03-16 02:36:53,Issued,Secure Email,0
11337,contoso.com\tony.velasquez,UserCertificate,Tony Velasquez,"CN=Tony Velasquez, OU=IT, DC=intra.contoso.local",RFC822:tony.velasquez@contoso.com,"Client Authentication, Secure Email",2025-01-08 22:20:18,2027-01-08 22:20:18,1000054,2025-01-08 22:20:18,Issued,"Client Authentication, Secure Email",0
19771,contoso.com\eng-pc520$,AdminCertificate,eng-pc520.intra.contoso.local,CN=eng-pc520.intra.contoso.local,"DNS:eng-pc520.intra.contoso.local, IP:192.168.52.163, DNS:eng-pc520.intra.contoso.local","Client Authentication, Any Purpose",2024-05-18 15:17:04,2026-05-18 15:17:04,1000055,2024-05-18 15:17:04,Issued,"Client Authentication, Any Purpose",0
10882,contoso.com\williams,MachineCertificate,William Silva,"CN=William Silva, OU=Finance, DC=intra.contoso.local","URI:https://contoso.com/users/williams, URI:https://contoso.com/users/williams","Client Authentication, Server Authentication",2024-10-17 01:31:46,2026-10-17 01:31:46,1000056,2024-10-17 01:31:46,Issued,"Client Authentication, Server Authentication",0
20586,contoso.com\ope-pc348$,CodeSigningCertificate,ope-pc348.intra.contoso.local,CN=ope-pc348.intra.contoso.local,"IP:192.168.118.13, DNS:ope-pc348.intra.contoso.local",Code Signing,2024-08-10 21:28:23,2026-08-10 21:28:23,1000057,2024-08-10 21:28:23,Issued,Code Signing,0
18318,contoso.com\hr-pc846$,UserCertificate,hr-pc846.intra.contoso.local,CN=hr-pc846.intra.contoso.local,"DNS:hr-pc846.intra.contoso.local, IP:192.168.190.84, DNS:hr-pc846.intra.contoso.local","Client Authentication, Secure Email",2024-01-23 12:42:07,2026-01-22 12:42:07,1000058,2024-01-23 12:42:07,Issued,"Client Authentication, Secure Email",0
14735,contoso.com\karen.beard,MachineCertificate,Karen Beard,"CN=Karen Beard, OU=Finance, DC=intra.contoso.local",RFC822:karen.beard@contoso.com,"Client Authentication, Server Authentication",2024-12-15 22:49:58,2026-12-15 22:49:58,1000059,2024-12-15 22:49:58,Issued,"Client Authentication, Server Authentication",0
21644,contoso.com\aaronj,UserCertificate,Aaron Johnson,"CN=Aaron Johnson, OU=IT, DC=intra.contoso.local","URI:https://contoso.com/users/aaronj, UPN:aaronj@contoso.com","Client Authentication, Secure Email",2024-11-11 20:56:19,2026-11-11 20:56:19,1000060,2024-11-11 20:56:19,Issued,"Client Authentication, Secure Email",0
21941,contoso.com\gwendolyn.harris,AdminCertificate,Gwendolyn Harris,"CN=Gwendolyn Harris, OU=Marketing, DC=intra.contoso.local","UPN:gwendolyn.harris@contoso.com, RFC822:gwendolyn.harris@contoso.com","Client Authentication, Any Purpose",2024-04-14 03:39:59,2026-04-14 03:39:59,1000061,2024-04-14 03:39:59,Issued,"Client Authentication, Any Purpose",0
14810,contoso.com\cindyb,SMIMECertificate,Cindy Brown,"CN=Cindy Brown, OU=Marketing, DC=intra.contoso.local","URI:https://contoso.com/users/cindyb, RFC822:cindyb@contoso.com, URI:https://contoso.com/users/cindyb",Secure Email,2024-01-20 23:25:36,2026-01-19 23:25:36,1000062,2024-01-20 23:25:36,Issued,Secure Email,0
19391,contoso.com\ope-pc872$,SMIMECertificate,ope-pc872.intra.contoso.local,CN=ope-pc872.intra.contoso.local,IP:192.168.203.131,Secure Email,2023-08-23 13:42:31,2025-08-22 13:42:31,1000063,2023-08-23 13:42:31,Issued,Secure Email,0
20318,contoso.com\leg-pc495$,DomainControllerCertificate,leg-pc495.intra.contoso.local,CN=leg-pc495.intra.contoso.local,"DNS:leg-pc495.intra.contoso.local, IP:10.230.55.34","Client Authentication, Server Authentication",2023-03-12 13:59:14,2025-03-11 13:59:14,1000064,2023-03-12 13:59:14,Issued,"Client Authentication, Server Authentication",0
14667,contoso.com\brandont,ServerCertificate,Brandon Thomas,"CN=Brandon Thomas, OU=Sales, DC=intra.contoso.local","URI:https://contoso.com/users/brandont, UPN:brandont@contoso.com",Server Authentication,2024-04-03 07:49:46,2026-04-03 07:49:46,1000065,2024-04-03 07:49:46,Issued,Server Authentication,0
20460,contoso.com\alec.webb,DomainControllerCertificate,Alec Webb,"CN=Alec Webb, OU=Operations, DC=intra.contoso.local","UPN:alec.webb@contoso.com, UPN:alec.webb@contoso.com","Client Authentication, Server Authentication",2023-11-26 18:59:41,2025-11-25 18:59:41,1000066,2023-11-26 18:59:41,Issued,"Client Authentication, Server Authentication",0
11390,contoso.com\mar-pc111$,VPNCertificate,mar-pc111.intra.contoso.local,CN=mar-pc111.intra.contoso.local,"IP:10.120.242.41, IP:172.29.2.108",Client Authentication,2024-12-31 18:37:52,2026-12-31 18:37:52,1000067,2024-12-31 18:37:52,Issued,Client Authentication,0
17699,contoso.com\christopher.blake,UserCertificate,Christopher Blake,"CN=Christopher Blake, OU=Finance, DC=intra.contoso.local",RFC822:christopher.blake@contoso.com,"Client Authentication, Secure Email",2024-08-20 08:16:36,2026-08-20 08:16:36,1000068,2024-08-20 08:16:36,Issued,"Client Authentication, Secure Email",0
23034,contoso.com\roberto,UnknownTemplate,Robert Obrien,"CN=Robert Obrien, OU=Marketing, DC=intra.contoso.local",URI:https://contoso.com/users/roberto,UnknownUsage,2024-11-07 22:22:56,2026-11-07 22:22:56,1000069,2024-11-07 22:22:56,Issued,UnknownUsage,0
26693,contoso.com\ope-pc894$,EmailCertificate,ope-pc894.intra.contoso.local,CN=ope-pc894.intra.contoso.local,IP:172.29.85.83,Secure Email,2025-01-26 23:23:13,2027-01-26 23:23:13,1000070,2025-01-26 23:23:13,Issued,Secure Email,0
25614,contoso.com\james.powers,UnknownTemplate,James Powers,"CN=James Powers, OU=IT, DC=intra.contoso.local","RFC822:james.powers@contoso.com, URI:https://contoso.com/users/james.powers, URI:https://contoso.com/users/james.powers",UnknownUsage,2023-12-05 14:49:36,2025-12-04 14:49:36,1000071,2023-12-05 14:49:36,Issued,UnknownUsage,0
19139,contoso.com\it-pc812$,UserCertificate,it-pc812.intra.contoso.local,CN=it-pc812.intra.contoso.local,"IP:192.168.80.124, IP:172.31.84.28, DNS:it-pc812.intra.contoso.local","Client Authentication, Secure Email",2023-10-24 05:34:55,2025-10-23 05:34:55,1000072,2023-10-24 05:34:55,Issued,"Client Authentication, Secure Email",0
24428,contoso.com\amanda.mendez,UnknownTemplate,Amanda Mendez,"CN=Amanda Mendez, OU=Marketing, DC=intra.contoso.local",URI:https://contoso.com/users/amanda.mendez,UnknownUsage,2024-04-12 20:46:07,2026-04-12 20:46:07,1000073,2024-04-12 20:46:07,Issued,UnknownUsage,0
23809,contoso.com\ronaldl,CodeSigningCertificate,Ronald Lambert,"CN=Ronald Lambert, OU=Legal, DC=intra.contoso.local","RFC822:ronaldl@contoso.com, URI:https://contoso.com/users/ronaldl, URI:https://contoso.com/users/ronaldl",Code Signing,2025-02-01 22:29:37,2027-02-01 22:29:37,1000074,2025-02-01 22:29:37,Issued,Code Signing,0
23396,contoso.com\poneal,ServerCertificate,Peter Oneal,"CN=Peter Oneal, OU=Operations, DC=intra.contoso.local",UPN:poneal@contoso.com,Server Authentication,2023-07-12 13:29:28,2025-07-11 13:29:28,1000075,2023-07-12 13:29:28,Issued,Server Authentication,0
20303,contoso.com\leg-pc965$,UnknownTemplate,leg-pc965.intra.contoso.local,CN=leg-pc965.intra.contoso.local,"DNS:leg-pc965.intra.contoso.local, DNS:leg-pc965.intra.contoso.local",UnknownUsage,2023-04-14 17:57:40,2025-04-13 17:57:40,1000076,2023-04-14 17:57:40,Issued,UnknownUsage,0
12480,contoso.com\eng-pc257$,UserCertificate,eng-pc257.intra.contoso.local,CN=eng-pc257.intra.contoso.local,"DNS:eng-pc257.intra.contoso.local, DNS:eng-pc257.intra.contoso.local","Client Authentication, Secure Email",2024-05-19 18:26:30,2026-05-19 18:26:30,1000077,2024-05-19 18:26:30,Issued,"Client Authentication, Secure Email",0
19822,contoso.com\hr-pc565$,ServerCertificate,hr-pc565.intra.contoso.local,CN=hr-pc565.intra.contoso.local,"IP:192.168.234.65, DNS:hr-pc565.intra.contoso.local",Server Authentication,2023-09-05 13:38:43,2025-09-04 13:38:43,1000078,2023-09-05 13:38:43,Issued,Server Authentication,0
14341,contoso.com\tarah,ServerCertificate,Tara Harris,"CN=Tara Harris, OU=Operations, DC=intra.contoso.local",URI:https://contoso.com/users/tarah,Server Authentication,2025-01-26 05:32:58,2027-01-26 05:32:58,1000079,2025-01-26 05:32:58,Issued,Server Authentication,0
29096,contoso.com\dturner,UnknownTemplate,Douglas Turner,"CN=Douglas Turner, OU=Sales, DC=intra.contoso.local",UPN:dturner@contoso.com,UnknownUsage,2023-06-02 12:20:52,2025-06-01 12:20:52,1000080,2023-06-02 12:20:52,Issued,UnknownUsage,0
11571,contoso.com\timg,EmailCertificate,Tim Gillespie,"CN=Tim Gillespie, OU=Legal, DC=intra.contoso.local","UPN:timg@contoso.com, RFC822:timg@contoso.com",Secure Email,2024-05-04 15:59:34,2026-05-04 15:59:34,1000081,2024-05-04 15:59:34,Issued,Secure Email,0
29457,contoso.com\leg-pc989$,EncryptionCertificate,leg-pc989.intra.contoso.local,CN=leg-pc989.intra.contoso.local,"DNS:leg-pc989.intra.contoso.local, IP:192.168.252.115",Secure Email,2024-08-26 23:54:29,2026-08-26 23:54:29,1000082,2024-08-26 23:54:29,Issued,Secure Email,0
22320,contoso.com\eng-pc695$,ServerCertificate,eng-pc695.intra.contoso.local,CN=eng-pc695.intra.contoso.local,"IP:172.18.140.197, DNS:eng-pc695.intra.contoso.local",Server Authentication,2023-03-12 05:53:09,2025-03-11 05:53:09,1000083,2023-03-12 05:53:09,Issued,Server Authentication,0
